,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Profit
2082,FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,5257.1568,10.9
2083,FDL20,0.0,Low Fat,0.127792701,Fruits and Vegetables,111.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4447.544,14.7
2084,NCZ53,0.0,Low Fat,0.024358634,Health and Hygiene,190.4,OUT027,1985,Medium,Tier 2,Supermarket Type3,5652.642,8.7
2085,DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5,OUT035,2004,Small,Tier1,Supermarket Type1,3033.3848,11.4
2086,FDV16,7.75,Regular,0.082930699,Frozen Foods,35.3,OUT046,1997,Small,Tier1,Supermarket Type1,780.9834,14.9
2087,FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786,14.0
2088,FDY12,9.8,Regular,0.235354055,Baking Goods,50.8,OUT010,1998,,,Grocery Store,101.2016,10.9
2089,FDM15,11.8,Regular,0.057746382,Meat,152.4,OUT017,2007,,,Supermarket Type1,3929.5516,14.5
2090,FDP12,9.8,Regular,0.045337184,Baking Goods,36.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,564.5984,13.4
2091,FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046,11.0
2092,DRE49,20.75,Low Fat,0.035568147,Soft Drinks,151.8,OUT010,1998,,,Grocery Store,151.8024,14.3
2093,FDN16,12.6,Regular,0.062797771,Frozen Foods,104.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,825.592,14.4
2094,FDE04,19.75,Regular,0.018096488,Frozen Foods,179.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2696.49,14.8
2095,FDC51,10.895,Regular,0.009613854,Dairy,123.0,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,14.6
2096,FDO04,16.6,Low Fat,0.026645307,Frozen Foods,53.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,939.4438,13.1
2097,FDD41,6.765,Regular,0.087753682,Frozen Foods,105.3,OUT017,2007,,,Supermarket Type1,2090.612,14.3
2098,FDI45,13.1,Low Fat,0.037657459,Fruits and Vegetables,175.8,OUT045,2002,,,Supermarket Type1,2801.6864,14.8
2099,NCB18,0.0,Low Fat,0.041091215,Household,89.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,3364.9532,14.5
2100,FDW51,6.155,Regular,0.095195306,Meat,214.0,OUT017,2007,,,Supermarket Type1,2343.616,14.5
2101,NCK07,10.65,Low Fat,0.048686689,Others,164.2,OUT046,1997,Small,Tier1,Supermarket Type1,1808.9786,14.2
2102,FDZ45,0.0,Low Fat,0.117091213,Snack Foods,197.9,OUT019,1985,Small,Tier1,Grocery Store,992.042,13.5
2103,FDB37,20.25,Regular,0.022940826,Baking Goods,241.9,OUT046,1997,Small,Tier1,Supermarket Type1,5768.4912,14.7
2104,FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.1,OUT035,2004,Small,Tier1,Supermarket Type1,970.7364,14.2
2105,FDN04,11.8,Regular,0.014075334,Frozen Foods,176.8,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688,13.3
2106,FDW47,15.0,Low Fat,0.046336634,Breads,120.0,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006,13.6
2107,FDB17,13.15,Low Fat,0.036641589,Frozen Foods,180.8,OUT013,1987,High,Tier 3,Supermarket Type1,6157.3184,14.6
2108,FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,199.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,4729.8432,14.2
2109,FDU55,0.0,Low Fat,0.035737373,Fruits and Vegetables,260.6,OUT027,1985,Medium,Tier 2,Supermarket Type3,9371.8008,14.2
2110,FDH40,11.6,Regular,0.079376029,Frozen Foods,81.7,OUT017,2007,,,Supermarket Type1,1949.4624,13.9
2111,FDH05,14.35,reg,0.091054989,Frozen Foods,231.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,4633.968,14.4
2112,FDX58,13.15,LF,0.043852434,Snack Foods,182.7,OUT045,2002,,,Supermarket Type1,4211.185,13.4
2113,FDC51,10.895,Regular,0.009620042,Dairy,121.7,OUT035,2004,Small,Tier1,Supermarket Type1,1970.768,12.7
2114,NCR05,10.1,Low Fat,0.054939848,Health and Hygiene,199.5,OUT017,2007,,,Supermarket Type1,3372.9428,14.2
2115,DRH25,18.7,Low Fat,0.014675574,Soft Drinks,50.8,OUT017,2007,,,Supermarket Type1,934.7832,14.3
2116,NCR53,12.15,Low Fat,0.14526636,Health and Hygiene,224.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,3375.606,14.5
2117,FDS04,10.195,Regular,0.146662938,Frozen Foods,138.7,OUT046,1997,Small,Tier1,Supermarket Type1,2388.2246,12.8
2118,FDC03,8.575,Regular,0.071786706,Dairy,193.4,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176,13.0
2119,FDP44,16.5,Regular,0.133424184,Fruits and Vegetables,102.2,OUT010,1998,,,Grocery Store,102.5332,14.4
2120,FDK16,9.065,Low Fat,0.115799592,Frozen Foods,95.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,1713.7692,13.5
2121,NCC30,16.6,Low Fat,0.027579198,Household,178.7,OUT046,1997,Small,Tier1,Supermarket Type1,1605.9096,13.1
2122,FDZ26,11.6,Regular,0.241055611,Dairy,238.5,OUT010,1998,,,Grocery Store,717.0666,13.8
2123,NCO54,19.5,Low Fat,0.014332439,Household,57.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,1381.535,14.0
2124,NCP41,16.6,Low Fat,0.027133398,Health and Hygiene,106.3,OUT010,1998,,,Grocery Store,215.7192,14.5
2125,DRE27,11.85,Low Fat,0.132876847,Dairy,98.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,1076.5986,14.7
2126,FDQ10,12.85,Low Fat,0.03315162,Snack Foods,170.6,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,14.5
2127,NCU42,9.0,Low Fat,0.019536981,Household,170.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,4211.185,13.2
2128,FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.9,OUT035,2004,Small,Tier1,Supermarket Type1,1830.95,14.5
2129,NCD19,8.93,Low Fat,0.013179388,Household,55.2,OUT046,1997,Small,Tier1,Supermarket Type1,939.4438,13.0
2130,NCI54,15.2,Low Fat,0.033592687,Household,108.2,OUT035,2004,Small,Tier1,Supermarket Type1,1856.2504,8.2
2131,FDS37,7.655,Low Fat,0.05346916,Canned,114.1,OUT010,1998,,,Grocery Store,115.8492,14.0
2132,FDO25,0.0,Low Fat,0.126831854,Canned,209.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,4613.994,13.5
2133,FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.5,OUT049,1999,Medium,Tier 2,Supermarket Type1,1431.47,13.3
2134,FDI52,18.7,Low Fat,0.104840884,Frozen Foods,122.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,490.0288,14.1
2135,DRK12,9.5,Low Fat,0.042056944,Soft Drinks,31.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,366.19,14.4
2136,FDG40,13.65,Low Fat,0.040049609,Frozen Foods,34.5,OUT017,2007,,,Supermarket Type1,611.2044,14.0
2137,FDU49,19.5,Regular,0.03075661,Canned,86.3,OUT045,2002,,,Supermarket Type1,2163.85,13.8
2138,FDR49,8.71,Low Fat,0.0,Canned,46.5,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,13.9
2139,FDF40,0.0,Regular,0.03941584,Dairy,247.8,OUT019,1985,Small,Tier1,Grocery Store,498.0184,12.7
2140,DRE03,19.6,Low Fat,0.024363939,Dairy,46.4,OUT017,2007,,,Supermarket Type1,661.8052,11.2
2141,FDR55,0.0,Regular,0.131443921,Fruits and Vegetables,189.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,5294.4416,12.2
2142,NCU05,11.8,Low Fat,0.058725131,Health and Hygiene,82.4,OUT035,2004,Small,Tier1,Supermarket Type1,1208.427,13.8
2143,FDR36,6.715,reg,0.122274118,Baking Goods,40.3,OUT017,2007,,,Supermarket Type1,838.908,14.1
2144,NCM30,19.1,LF,0.067239404,Household,39.7,OUT013,1987,High,Tier 3,Supermarket Type1,660.4736,14.2
2145,FDH24,20.7,Low Fat,0.021464454,Baking Goods,156.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,3928.22,13.2
2146,DRO47,10.195,Low Fat,0.112681821,Hard Drinks,114.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,452.744,13.0
2147,FDQ49,20.2,Regular,0.039469737,Breakfast,155.2,OUT017,2007,,,Supermarket Type1,782.315,11.7
2148,DRJ37,10.8,Low Fat,0.061101383,Soft Drinks,151.9,OUT046,1997,Small,Tier1,Supermarket Type1,2580.6408,13.8
2149,NCJ42,19.75,Low Fat,0.014359584,Household,100.8,OUT018,2009,Medium,Tier 2,Supermarket Type2,1537.998,14.6
2150,FDD05,19.35,Low Fat,0.016637301,Frozen Foods,120.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,1687.1372,14.2
2151,FDC39,7.405,Low Fat,0.159843921,Dairy,206.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,3115.944,12.8
2152,NCY06,15.25,Low Fat,0.061308889,Household,128.9,OUT045,2002,,,Supermarket Type1,2348.9424,14.3
2153,NCS06,0.0,Low Fat,0.055566935,Household,263.6,OUT019,1985,Small,Tier1,Grocery Store,262.991,13.7
2154,FDE16,8.895,Low Fat,0.026397141,Frozen Foods,207.9,OUT045,2002,,,Supermarket Type1,3542.7218,14.4
2155,NCQ50,18.75,Low Fat,0.034307348,Household,215.2,OUT046,1997,Small,Tier1,Supermarket Type1,4701.8796,9.7
2156,FDX50,20.1,Low Fat,0.074627201,Dairy,110.3,OUT046,1997,Small,Tier1,Supermarket Type1,1768.3648,14.0
2157,NCL41,12.35,Low Fat,0.041973712,Health and Hygiene,35.7,OUT017,2007,,,Supermarket Type1,519.324,14.6
2158,FDM58,16.85,Regular,0.080015028,Snack Foods,111.9,OUT018,2009,Medium,Tier 2,Supermarket Type2,1677.816,14.5
2159,FDH35,18.25,Low Fat,0.10084386,Starchy Foods,166.4,OUT010,1998,,,Grocery Store,164.4526,13.1
2160,FDS50,17.0,Low Fat,0.055519561,Dairy,219.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,1108.557,14.7
2161,FDT09,0.0,Regular,0.012203915,Snack Foods,133.2,OUT027,1985,Medium,Tier 2,Supermarket Type3,4350.3372,14.4
2162,FDR60,14.3,Low Fat,0.130946374,Baking Goods,76.7,OUT018,2009,Medium,Tier 2,Supermarket Type2,1312.9576,14.4
2163,FDG22,17.6,Regular,0.041381156,Snack Foods,35.0,OUT046,1997,Small,Tier1,Supermarket Type1,659.142,14.4
2164,FDL52,0.0,Regular,0.04586701,Frozen Foods,38.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,910.8144,13.5
2165,DRJ39,20.25,Low Fat,0.036474041,Dairy,218.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,2409.5302,14.3
2166,FDW45,18.0,Low Fat,0.039231652,Snack Foods,145.1,OUT017,2007,,,Supermarket Type1,2648.5524,13.7
2167,NCQ38,16.35,Low Fat,0.013393537,Others,106.0,OUT045,2002,,,Supermarket Type1,1065.28,14.0
2168,FDB26,14.0,reg,0.031444357,Canned,53.8,OUT017,2007,,,Supermarket Type1,798.96,14.1
2169,DRG48,5.78,Low Fat,0.014555066,Soft Drinks,145.2,OUT046,1997,Small,Tier1,Supermarket Type1,3062.0142,13.4
2170,FDH10,21.0,Low Fat,0.082526478,Snack Foods,191.8,OUT010,1998,,,Grocery Store,774.9912,14.6
2171,FDP28,13.65,Regular,0.080765853,Frozen Foods,262.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,4958.8784,14.3
2172,FDJ44,12.3,Regular,0.17797002,Fruits and Vegetables,173.1,OUT010,1998,,,Grocery Store,697.7584,13.0
2173,FDI07,12.35,reg,0.03382933,Meat,196.9,OUT045,2002,,,Supermarket Type1,2768.3964,13.2
2174,DRJ24,11.8,Low Fat,0.11397026,Soft Drinks,185.2,OUT017,2007,,,Supermarket Type1,2591.2936,13.8
2175,DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3,OUT035,2004,Small,Tier1,Supermarket Type1,755.0172,13.8
2176,FDP38,10.1,Low Fat,0.032075379,Canned,50.9,OUT013,1987,High,Tier 3,Supermarket Type1,354.2056,13.6
2177,FDK02,0.0,Low Fat,0.196490902,Canned,120.5,OUT019,1985,Small,Tier1,Grocery Store,479.376,14.4
2178,FDO23,17.85,Low Fat,0.146305498,Breads,94.1,OUT013,1987,High,Tier 3,Supermarket Type1,1607.2412,13.4
2179,NCE54,20.7,Low Fat,0.026877471,Household,74.6,OUT013,1987,High,Tier 3,Supermarket Type1,1053.2956,13.9
2180,FDS52,8.89,low fat,0.005474515,Frozen Foods,99.7,OUT046,1997,Small,Tier1,Supermarket Type1,1922.8304,11.4
2181,FDW01,14.5,Low Fat,0.064048405,Canned,153.5,OUT035,2004,Small,Tier1,Supermarket Type1,1677.1502,12.5
2182,NCF07,9.0,Low Fat,0.032203667,Household,100.8,OUT017,2007,,,Supermarket Type1,1113.2176,14.4
2183,DRE15,13.35,Low Fat,0.017857847,Dairy,77.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1518.024,14.3
2184,FDR58,6.675,Low Fat,0.041921462,Snack Foods,92.3,OUT046,1997,Small,Tier1,Supermarket Type1,2406.2012,14.4
2185,FDL24,10.3,Regular,0.024875871,Baking Goods,173.0,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064,14.2
2186,FDQ25,0.0,Regular,0.028139761,Canned,173.7,OUT027,1985,Medium,Tier 2,Supermarket Type3,3621.2862,14.3
2187,FDX56,17.1,Regular,0.073997843,Fruits and Vegetables,207.1,OUT013,1987,High,Tier 3,Supermarket Type1,4969.5312,14.5
2188,FDD20,14.15,LF,0.020798905,Fruits and Vegetables,123.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,1245.046,14.4
2189,DRF60,10.8,Low Fat,0.052363244,Soft Drinks,236.6,OUT017,2007,,,Supermarket Type1,5243.8408,13.3
2190,FDW13,8.5,Low Fat,0.098283459,Canned,51.3,OUT018,2009,Medium,Tier 2,Supermarket Type2,934.7832,14.2
2191,FDF09,6.215,Low Fat,0.012138795,Fruits and Vegetables,39.3,OUT013,1987,High,Tier 3,Supermarket Type1,521.9872,14.4
2192,FDY45,17.5,Low Fat,0.0,Snack Foods,253.0,OUT035,2004,Small,Tier1,Supermarket Type1,4578.0408,14.8
2193,FDR26,20.7,Low Fat,0.042923652,Dairy,178.3,OUT045,2002,,,Supermarket Type1,1062.6168,14.0
2194,FDZ01,8.975,Regular,0.009058845,Canned,103.4,OUT046,1997,Small,Tier1,Supermarket Type1,2579.975,10.9
2195,FDH53,20.5,Regular,0.032136417,Frozen Foods,84.0,OUT010,1998,,,Grocery Store,165.1184,11.1
2196,FDG52,13.65,Low Fat,0.065898197,Frozen Foods,46.1,OUT018,2009,Medium,Tier 2,Supermarket Type2,459.402,13.1
2197,FDW50,13.1,Low Fat,0.075731322,Dairy,167.5,OUT045,2002,,,Supermarket Type1,1504.0422,13.4
2198,FDX49,4.615,Regular,0.101812521,Canned,232.2,OUT035,2004,Small,Tier1,Supermarket Type1,5126.66,12.0
2199,FDJ44,12.3,Regular,0.106327251,Fruits and Vegetables,172.8,OUT046,1997,Small,Tier1,Supermarket Type1,2616.594,13.6
2200,NCI31,0.0,Low Fat,0.080933328,Others,37.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,842.237,14.2
2201,FDZ52,19.2,Low Fat,0.100055601,Frozen Foods,112.5,OUT035,2004,Small,Tier1,Supermarket Type1,1223.0746,7.4
2202,FDE17,20.1,Regular,0.054540159,Frozen Foods,152.1,OUT049,1999,Medium,Tier 2,Supermarket Type1,755.683,14.0
2203,FDG34,11.5,Regular,0.037723476,Snack Foods,109.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,1953.4572,13.3
2204,FDE26,9.3,Low Fat,0.14897741,Canned,143.1,OUT010,1998,,,Grocery Store,288.9572,12.1
2205,FDD56,15.2,Regular,0.104201019,Fruits and Vegetables,176.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,2976.7918,11.6
2206,FDR52,12.65,Regular,0.076198809,Frozen Foods,191.4,OUT045,2002,,,Supermarket Type1,2675.1844,14.3
2207,FDQ13,11.1,LF,0.010639596,Canned,84.2,OUT035,2004,Small,Tier1,Supermarket Type1,755.0172,12.9
2208,NCJ42,0.0,Low Fat,0.025039776,Household,102.7,OUT019,1985,Small,Tier1,Grocery Store,410.1328,14.2
2209,FDH10,0.0,Low Fat,0.086326707,Snack Foods,192.6,OUT019,1985,Small,Tier1,Grocery Store,387.4956,13.8
2210,NCG42,19.2,Low Fat,0.041220035,Household,131.2,OUT035,2004,Small,Tier1,Supermarket Type1,3635.268,14.1
2211,FDT31,19.75,Low Fat,0.01247354,Fruits and Vegetables,187.6,OUT045,2002,,,Supermarket Type1,1323.6104,14.4
2212,DRD25,6.135,Low Fat,0.079132212,Soft Drinks,112.7,OUT045,2002,,,Supermarket Type1,2942.836,13.2
2213,FDR35,12.5,Low Fat,0.020693809,Breads,199.2,OUT035,2004,Small,Tier1,Supermarket Type1,4379.6324,13.7
2214,FDL33,7.235,Low Fat,0.10016525,Snack Foods,193.9,OUT045,2002,,,Supermarket Type1,2936.178,13.4
2215,FDT45,15.85,Low Fat,0.057302606,Snack Foods,53.4,OUT035,2004,Small,Tier1,Supermarket Type1,600.5516,14.3
2216,FDT16,9.895,Regular,0.048761046,Frozen Foods,260.5,OUT045,2002,,,Supermarket Type1,8851.1452,9.7
2217,DRE49,20.75,Low Fat,0.0,Soft Drinks,153.0,OUT035,2004,Small,Tier1,Supermarket Type1,2428.8384,14.6
2218,DRF60,10.8,Low Fat,0.052149675,Soft Drinks,240.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,3813.7024,14.3
2219,NCB54,8.76,Low Fat,0.050130529,Health and Hygiene,128.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,2556.672,10.1
2220,FDH20,16.1,Regular,0.024987903,Fruits and Vegetables,97.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1255.033,11.7
2221,FDA31,7.1,Low Fat,0.109990885,Fruits and Vegetables,172.9,OUT035,2004,Small,Tier1,Supermarket Type1,2769.728,13.9
2222,FDE33,19.35,Regular,0.049736267,Fruits and Vegetables,76.9,OUT045,2002,,,Supermarket Type1,1571.288,14.3
2223,FDM12,16.7,reg,0.117026714,Baking Goods,189.2,OUT010,1998,,,Grocery Store,188.4214,14.5
2224,FDW44,9.5,Regular,0.035121963,Fruits and Vegetables,168.6,OUT013,1987,High,Tier 3,Supermarket Type1,1022.6688,6.1
2225,DRE48,8.43,Low Fat,0.017311312,Soft Drinks,197.9,OUT013,1987,High,Tier 3,Supermarket Type1,3744.4592,13.9
2226,NCX18,14.15,Low Fat,0.008811818,Household,196.5,OUT045,2002,,,Supermarket Type1,2749.754,13.5
2227,FDA38,5.44,Low Fat,0.025583714,Dairy,239.2,OUT018,2009,Medium,Tier 2,Supermarket Type2,480.7076,14.5
2228,FDQ19,7.35,Regular,0.014353174,Fruits and Vegetables,242.7,OUT013,1987,High,Tier 3,Supermarket Type1,969.4048,13.8
2229,FDY47,0.0,Regular,0.054220618,Breads,129.1,OUT027,1985,Medium,Tier 2,Supermarket Type3,4933.578,9.5
2230,FDE17,20.1,Regular,0.054410179,Frozen Foods,151.3,OUT013,1987,High,Tier 3,Supermarket Type1,2720.4588,14.6
2231,FDY25,12.0,Low Fat,0.033974436,Canned,181.9,OUT046,1997,Small,Tier1,Supermarket Type1,4527.44,14.5
2232,FDT03,21.25,Low Fat,0.009996872,Meat,185.6,OUT035,2004,Small,Tier1,Supermarket Type1,3123.9336,11.7
2233,FDB49,8.3,Regular,0.030212499,Baking Goods,98.0,OUT045,2002,,,Supermarket Type1,2857.6136,14.7
2234,FDL43,10.1,Low Fat,0.027217468,Meat,76.1,OUT017,2007,,,Supermarket Type1,1454.773,14.3
2235,FDE47,14.15,Low Fat,0.038123176,Starchy Foods,123.5,OUT017,2007,,,Supermarket Type1,1992.0736,14.6
2236,FDS49,9.0,Low Fat,0.079506434,Canned,78.4,OUT045,2002,,,Supermarket Type1,1728.4168,14.8
2237,FDU23,12.15,Low Fat,0.021811987,Breads,163.6,OUT018,2009,Medium,Tier 2,Supermarket Type2,2311.6576,14.7
2238,FDU38,,Low Fat,0.082150145,Dairy,193.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,7478.2656,11.5
2239,FDV09,,Low Fat,0.036012919,Snack Foods,148.1,OUT019,1985,Small,Tier1,Grocery Store,593.8936,13.0
2240,FDR20,20.0,Regular,0.028167478,Fruits and Vegetables,45.6,OUT049,1999,Medium,Tier 2,Supermarket Type1,452.744,13.7
2241,FDY11,6.71,Regular,0.029560451,Baking Goods,65.8,OUT046,1997,Small,Tier1,Supermarket Type1,856.8846,14.6
2242,FDG40,,Low Fat,0.039631495,Frozen Foods,32.0,OUT027,1985,Medium,Tier 2,Supermarket Type3,984.7182,14.0
2243,FDX20,7.365,Low Fat,0.04280099,Fruits and Vegetables,228.4,OUT017,2007,,,Supermarket Type1,2037.348,12.9
2244,FDZ27,7.935,LF,0.017141985,Dairy,50.0,OUT013,1987,High,Tier 3,Supermarket Type1,149.805,14.5
2245,FDH09,12.6,Low Fat,0.056394771,Seafood,51.4,OUT017,2007,,,Supermarket Type1,473.3838,10.9
2246,FDG29,17.6,Low Fat,0.056379439,Frozen Foods,42.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,293.6178,1.9
2247,NCA30,19.0,low fat,0.129534812,Household,190.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,5105.3544,13.3
2248,NCL53,7.5,Low Fat,0.036439878,Health and Hygiene,175.3,OUT017,2007,,,Supermarket Type1,3010.7476,13.9
2249,DRE15,13.35,Low Fat,0.0,Dairy,77.6,OUT046,1997,Small,Tier1,Supermarket Type1,986.7156,13.8
2250,NCS38,8.6,Low Fat,0.090191431,Household,112.9,OUT046,1997,Small,Tier1,Supermarket Type1,458.0704,12.5
2251,FDY21,,LF,0.30374337,Snack Foods,196.0,OUT019,1985,Small,Tier1,Grocery Store,589.233,13.5
2252,FDB58,10.5,Regular,0.022590318,Snack Foods,140.6,OUT010,1998,,,Grocery Store,283.6308,13.6
2253,FDH41,9.0,Low Fat,0.082011521,Frozen Foods,213.4,OUT046,1997,Small,Tier1,Supermarket Type1,1935.4806,12.0
2254,DRF23,4.61,Low Fat,0.122843005,Hard Drinks,172.4,OUT049,1999,Medium,Tier 2,Supermarket Type1,1569.9564,13.5
2255,FDE05,10.895,Regular,0.05432142,Frozen Foods,146.2,OUT010,1998,,,Grocery Store,437.4306,13.4
2256,FDY10,17.6,Low Fat,0.049144165,Snack Foods,112.7,OUT049,1999,Medium,Tier 2,Supermarket Type1,1717.764,14.1
2257,FDS43,11.65,Low Fat,0.040577878,Fruits and Vegetables,188.2,OUT049,1999,Medium,Tier 2,Supermarket Type1,1304.968,12.6
2258,NCM30,19.1,Low Fat,0.067400032,Household,42.0,OUT049,1999,Medium,Tier 2,Supermarket Type1,784.3124,14.2
2259,FDY49,17.2,Regular,0.012036432,Canned,165.7,OUT045,2002,,,Supermarket Type1,1816.3024,14.3
2260,FDN02,16.5,Low Fat,0.073977473,Canned,206.9,OUT045,2002,,,Supermarket Type1,2070.638,14.3
2261,FDP37,15.6,Low Fat,0.143396175,Breakfast,128.1,OUT045,2002,,,Supermarket Type1,2184.4898,13.0
2262,NCF07,9.0,Low Fat,0.03201648,Household,99.6,OUT035,2004,Small,Tier1,Supermarket Type1,1922.8304,13.8
2263,FDJ09,15.0,Low Fat,0.058346234,Snack Foods,44.1,OUT013,1987,High,Tier 3,Supermarket Type1,633.8416,14.7
2264,FDO23,,Low Fat,0.14571827,Breads,94.3,OUT027,1985,Medium,Tier 2,Supermarket Type3,2269.0464,13.6
2265,FDH09,,Low Fat,0.055806016,Seafood,52.5,OUT027,1985,Medium,Tier 2,Supermarket Type3,1209.7586,14.4
2266,FDX34,6.195,Low Fat,0.072097449,Snack Foods,119.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,1205.098,12.9
2267,FDV60,20.2,Regular,0.117543713,Baking Goods,197.3,OUT049,1999,Medium,Tier 2,Supermarket Type1,3338.987,12.5
2268,FDE32,20.7,Low Fat,0.048718334,Fruits and Vegetables,38.8,OUT013,1987,High,Tier 3,Supermarket Type1,227.7036,13.4
2269,NCI30,20.25,Low Fat,0.0591756,Household,245.0,OUT018,2009,Medium,Tier 2,Supermarket Type2,4680.574,14.0
2270,FDS37,7.655,Low Fat,0.031918284,Canned,117.7,OUT013,1987,High,Tier 3,Supermarket Type1,695.0952,10.5
2271,FDC57,,Regular,0.095587976,Fruits and Vegetables,194.0,OUT019,1985,Small,Tier1,Grocery Store,579.246,12.7
2272,DRC01,5.92,Regular,0.019308607,Soft Drinks,49.1,OUT017,2007,,,Supermarket Type1,1478.076,14.2
2273,DRD27,18.75,Low Fat,0.023974769,Dairy,99.0,OUT017,2007,,,Supermarket Type1,694.4294,12.6
2274,FDI12,9.395,Regular,0.100602552,Baking Goods,88.4,OUT045,2002,,,Supermarket Type1,703.0848,14.1
2275,FDQ33,13.35,Low Fat,0.091189915,Snack Foods,149.4,OUT035,2004,Small,Tier1,Supermarket Type1,4514.124,12.6
2276,FDQ27,,Regular,0.077480627,Meat,101.4,OUT019,1985,Small,Tier1,Grocery Store,206.398,14.5
2277,NCB07,19.2,Low Fat,0.129731747,Household,196.2,OUT010,1998,,,Grocery Store,589.233,13.9
2278,FDC08,19.0,Regular,0.103363904,Fruits and Vegetables,226.2,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208,13.8
2279,FDD20,14.15,LF,0.020714523,Fruits and Vegetables,124.2,OUT046,1997,Small,Tier1,Supermarket Type1,2490.092,14.1
2280,FDS24,20.85,Regular,0.062212713,Baking Goods,88.2,OUT035,2004,Small,Tier1,Supermarket Type1,1151.1682,14.3
2281,FDH34,8.63,Low Fat,0.031271134,Snack Foods,186.1,OUT017,2007,,,Supermarket Type1,3900.9222,14.1
2282,NCX30,16.7,Low Fat,0.026729068,Household,248.5,OUT018,2009,Medium,Tier 2,Supermarket Type2,6439.6176,13.9
2283,FDM01,7.895,Regular,0.094567181,Breakfast,104.5,OUT046,1997,Small,Tier1,Supermarket Type1,1845.5976,12.7
2284,FDB20,7.72,Low Fat,0.05193741,Fruits and Vegetables,78.0,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,13.7
2285,NCK29,5.615,Low Fat,0.126480422,Health and Hygiene,121.6,OUT017,2007,,,Supermarket Type1,3202.498,13.3
2286,FDS11,7.05,Regular,0.055644887,Breads,224.9,OUT049,1999,Medium,Tier 2,Supermarket Type1,2684.5056,14.0
2287,NCV41,14.35,Low Fat,0.028519419,Health and Hygiene,109.2,OUT010,1998,,,Grocery Store,221.0456,13.0
2288,DRL60,8.52,Low Fat,0.027101431,Soft Drinks,151.8,OUT049,1999,Medium,Tier 2,Supermarket Type1,2439.4912,14.5
2289,FDV10,7.645,Regular,0.067083367,Snack Foods,44.0,OUT017,2007,,,Supermarket Type1,596.5568,5.5
